Tanimoto,Response_Spearman
0.311614730878187,0.050254093732354614
0.1744421906693712,0.4007226738934056
0.03636363636363636,-0.10577751892836341
0.28329297820823246,-0.04354513121215034
0.231651376146789,0.014577088109093046
0.2639257294429708,0.0015282431082113677
0.10476190476190476,-0.13241089957082516
0.3172905525846702,0.2645541041767457
0.1950207468879668,0.6060279526298945
0.22900763358778625,0.16817531691451634
0.12403100775193798,-0.012656987793647996
0.11056910569105691,0.34952004517221913
0.32977303070761016,0.28594900245385685
0.09358288770053476,0.1883116883116883
0.1348314606741573,0.12733383121732636
0.1067193675889328,0.10766030086418438
0.39012345679012345,0.04835309617918313
0.18833333333333332,0.25954823897034307
0.30666666666666664,0.30471996386630534
0.26678765880217786,0.15810698735227038
0.3254437869822485,0.10189907180198444
0.3665943600867679,0.08644146767617938
0.21658986175115208,0.36420101637492946
0.14828209764918626,-0.031085960349443154
0.29573170731707316,0.1588403974582488
0.0598669623059867,0.12272463914149684
0.34471544715447155,0.28596491228070176
0.1774193548387097,0.2652300524170064
0.19884169884169883,0.13043478260869568
0.12598425196850394,0.31313196785066116
0.23170731707317074,0.15333817126269958
0.2611336032388664,0.05484389028692826
0.20425531914893616,0.047544836116264685
0.11977715877437325,0.38723994452149796
0.30988593155893535,0.47438238969528024
0.23224043715846995,0.18551157580283795
0.1930116472545757,-0.08430807813632711
0.3132328308207705,0.5019762845849802
0.2237442922374429,0.0810540455571751
0.076158940397351,0.081366002418634
0.10080645161290322,0.3383808969132207
0.2684458398744113,0.20222890317229938
0.24757281553398058,0.39905046409900785
0.34709193245778613,0.6739273927392738
0.13559322033898305,0.2600683526999316
0.19142419601837674,0.21779892679963553
0.36607142857142855,0.5272727272727273
0.2633832976445396,0.4020276956307853
0.10416666666666667,0.23199615918062524
0.2007042253521127,0.15537194246416605
0.24033613445378152,0.2596641783734007
0.22939866369710468,0.32259662560614283
0.33211678832116787,0.12025202520252024
0.3013698630136986,0.20233770813915408
0.3301158301158301,0.1531633415128561
0.3069139966273187,0.047995482778091486
0.20825852782764812,0.026310283798225625
0.6109271523178808,0.08312533912099836
0.2420814479638009,0.20016079158936304
0.16864608076009502,0.20446297075531242
0.1830065359477124,0.0008219628472793029
0.229901269393512,0.25025064866362695
0.08241758241758242,0.1997557265720861
0.3067226890756303,0.1729435612930759
0.1767857142857143,0.2533519112466481
0.11371237458193979,0.0918021680216802
0.2548596112311015,0.10154874518814716
0.2255813953488372,0.1858008153756552
0.09644670050761421,-0.03710771077107711
0.04404145077720207,0.021136757978863236
0.18229166666666666,-0.08808279099541236
0.31196581196581197,0.09510265703897632
0.27424242424242423,0.4073115220483642
0.2494802494802495,0.30937126511099355
0.125,0.09442720387123921
0.19246031746031747,0.12498666382161529
0.2631578947368421,0.22008821820191107
0.35172413793103446,0.1798570361677158
0.08732394366197183,0.21226963512677796
0.32577903682719545,0.18577075098814227
0.3293103448275862,0.03851371874050825
0.27672955974842767,0.16881210478771452
0.19183673469387755,0.23266542980828692
0.2540192926045016,0.12624344787419917
0.3170731707317073,0.26753756797939415
0.19858156028368795,0.21089504724315952
0.3702213279678068,0.40509818565215483
0.14553990610328638,0.575381140598532
0.10043668122270742,0.3905366478182012
0.27078384798099764,0.33959715327505163
0.342443729903537,0.016374929418407683
0.3623529411764706,0.45714285714285713
0.27586206896551724,-0.024812748052878152
0.2566137566137566,0.11458635703918722
0.14942528735632185,0.2626966901790559
0.27429805615550756,0.30639315033601755
0.24315068493150685,0.18571428571428572
0.14341846758349705,0.1549075391180654
0.19308943089430894,0.08312173263629574
0.1746031746031746,0.3977868112014453
0.16114790286975716,0.09093438207362257
0.1746031746031746,0.00440321583178726
0.2773109243697479,0.45714285714285713
0.10669456066945607,-0.12456140350877193
0.27299703264094954,0.02740861413587127
0.04247104247104247,0.1263948747815958
0.1674074074074074,0.10038342609771181
0.10385756676557864,0.2992632215820097
0.2782874617737003,0.08811659621674348
0.18032786885245902,0.06733457019171304
0.2643312101910828,-0.09758335440523065
0.21744627054361568,0.28470852744195796
0.1445221445221445,0.38922764227642276
0.1577981651376147,0.3012269284113944
0.2440944881889764,-0.013261310697647832
0.16300940438871472,0.2936626480315801
0.2545931758530184,0.4440379403794038
0.18110236220472442,0.3083785004516712
0.09649122807017543,0.018264414676761792
0.3031674208144796,0.11264492650070976
0.0635593220338983,0.2592162554426705
0.22085889570552147,0.2815170482151533
0.16475095785440613,0.06007556121776567
0.07425742574257425,0.5385157699443414
0.14463840399002495,0.15290519877675843
0.1529051987767584,0.2644032158317872
0.28705882352941176,0.1811648223645894
0.21975308641975308,0.0821782083893033
0.3,0.2143782053819317
0.2318548387096774,0.16582109479305743
0.15567282321899736,0.1598887683125339
0.1761006289308176,0.04667771174604611
0.25936599423631124,0.07058159232072277
0.12777777777777777,0.24805781391147247
0.2818627450980392,0.02702754198938714
0.22620904836193448,-0.006769497525557202
0.2584541062801932,0.5017731538627325
0.19708029197080293,0.3656278229448961
0.14425427872860636,0.3269027408614136
0.15,-0.10629514963880288
0.26394052044609667,0.2876490598009585
0.11082474226804123,0.22743156668608033
0.1925566343042071,0.2105840631673818
0.25963149078726966,0.2311761594075119
0.06858407079646017,0.1832035053554041
0.23076923076923078,-0.12130460104834012
0.15625,0.19830169830169828
0.19134396355353075,0.427062706270627
0.12439024390243902,0.36954540852485573
0.09603340292275574,0.17076887013595873
0.1285140562248996,0.31086913029809365
0.403125,0.25721417207312774
0.23948811700182815,0.1314889441443501
0.1197339246119734,0.3187763773376394
0.1996370235934664,0.2704686617730096
0.34774774774774775,0.1233965672990063
0.2747826086956522,-0.026954894232998402
0.22741935483870968,0.3678410117434508
0.15789473684210525,-0.15531741409435063
0.10133843212237094,0.2756195619561956
0.1039426523297491,-0.10307898259705489
0.08024691358024691,0.2031075027995521
0.132996632996633,0.19384886100644566
0.09313725490196079,0.21941867656153372
0.04935622317596566,0.25270821199767035
0.16322314049586778,0.30882086751074145
0.21475409836065573,0.30036106585879374
0.1841541755888651,0.02968608893544775
0.181021897810219,0.039943741209564
0.13054187192118227,0.2113821138211382
0.35509138381201044,0.02727272727272727
0.314070351758794,0.29983060417843027
0.2953667953667954,0.4012872628726287
0.28895612708018154,0.36249158896472167
0.08959537572254335,-0.02077922077922078
0.30477759472817134,0.04710321324245375
0.24731182795698925,-0.044868957483983694
0.351409978308026,0.21506493506493504
0.33608247422680415,0.07106995531929082
0.33,0.21980155766563536
0.17422434367541767,0.165356820234869
0.21904761904761905,0.40595259525952593
0.3675564681724846,0.014351600651112318
0.11394891944990176,0.08721804511278194
0.2670886075949367,0.182033156716701
0.24929178470254956,-0.001490795955405756
0.27424749163879597,-0.06656501393343497
